country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),generation
New Zealand,2011,male,35-54 years,129,586950,0.907,168461998741,Generation X
New Zealand,2011,male,75+ years,19,110720,0.907,168461998741,Generation A
New Zealand,2011,male,55-74 years,6,399890,0.907,168461998741,Boomers
New Zealand,2011,female,15-24 years,33,311490,0.907,168461998741,Generation Z
New Zealand,2011,female,25-34 years,19,288510,0.907,168461998741,Millennials
New Zealand,2011,female,35-54 years,34,633580,0.907,168461998741,Generation X
New Zealand,2011,female,75+ years,8,150850,0.907,168461998741,Generation A
New Zealand,2011,female,55-74 years,19,419820,0.907,168461998741,Boomers
New Zealand,2011,female,5-14 years,3,283270,0.907,168461998741,Generation Z
New Zealand,2011,male,5-14 years,3,296860,0.907,168461998741,Generation Z
New Zealand,2012,male,15-24 years,17,331070,0.909,176192886551,Generation Z
New Zealand,2012,male,35-54 years,151,581830,0.909,176192886551,Generation X
New Zealand,2012,male,25-34 years,6,283640,0.909,176192886551,Millennials
New Zealand,2012,male,75+ years,24,114250,0.909,176192886551,Generation A
New Zealand,2012,male,55-74 years,55,411660,0.909,176192886551,Boomers
New Zealand,2012,female,15-24 years,41,310390,0.909,176192886551,Generation Z
New Zealand,2012,female,75+ years,12,153580,0.909,176192886551,Generation A
New Zealand,2012,female,35-54 years,48,629670,0.909,176192886551,Generation X
New Zealand,2012,female,25-34 years,22,291540,0.909,176192886551,Millennials
New Zealand,2012,female,55-74 years,17,432800,0.909,176192886551,Boomers
New Zealand,2012,male,5-14 years,7,297240,0.909,176192886551,Generation Z
New Zealand,2012,female,5-14 years,5,283200,0.909,176192886551,Generation Z
New Zealand,2013,male,35-54 years,14,583390,0.9109999999999999,190785204764,Generation X
New Zealand,2013,male,15-24 years,75,319330,0.9109999999999999,190785204764,Generation Z
New Zealand,2013,male,75+ years,26,113910,0.9109999999999999,190785204764,Generation A
New Zealand,2013,male,25-34 years,51,264840,0.9109999999999999,190785204764,Millennials
New Zealand,2013,male,55-74 years,74,424590,0.9109999999999999,190785204764,Boomers
New Zealand,2013,female,15-24 years,37,308050,0.9109999999999999,190785204764,Generation Z
New Zealand,2013,female,35-54 years,63,635060,0.9109999999999999,190785204764,Generation X
New Zealand,2013,female,25-34 years,21,283720,0.9109999999999999,190785204764,Millennials
New Zealand,2013,female,55-74 years,19,447810,0.9109999999999999,190785204764,Boomers
New Zealand,2013,female,75+ years,5,152240,0.9109999999999999,190785204764,Generation A
New Zealand,2013,female,5-14 years,2,291080,0.9109999999999999,190785204764,Generation Z
New Zealand,2013,male,5-14 years,0,305750,0.9109999999999999,190785204764,Generation Z
Nicaragua,2010,male,75+ years,8,45706,0.619,8758622329,Generation A
Nicaragua,2010,male,25-34 years,82,477796,0.619,8758622329,Millennials
Nicaragua,2010,male,35-54 years,73,524715,0.619,8758622329,Generation X
Nicaragua,2010,male,15-24 years,83,614837,0.619,8758622329,Millennials
Nicaragua,2010,male,55-74 years,23,199900,0.619,8758622329,Boomers
Nicaragua,2010,female,15-24 years,33,594335,0.619,8758622329,Millennials
Nicaragua,2010,female,25-34 years,15,497514,0.619,8758622329,Millennials
Nicaragua,2010,female,35-54 years,18,599881,0.619,8758622329,Generation X
Nicaragua,2010,female,55-74 years,4,238978,0.619,8758622329,Boomers
Nicaragua,2010,female,5-14 years,7,609040,0.619,8758622329,Generation Z
Nicaragua,2010,male,5-14 years,5,642002,0.619,8758622329,Generation Z
Nicaragua,2010,female,75+ years,0,62723,0.619,8758622329,Generation A
Nicaragua,2011,male,25-34 years,82,490946,0.623,9774316692,Millennials
Nicaragua,2011,male,75+ years,7,47848,0.623,9774316692,Generation A
Nicaragua,2011,male,15-24 years,88,615256,0.623,9774316692,Generation Z
Nicaragua,2011,male,55-74 years,29,208944,0.623,9774316692,Boomers
Nicaragua,2011,male,35-54 years,61,539194,0.623,9774316692,Generation X
Nicaragua,2011,female,15-24 years,54,593303,0.623,9774316692,Generation Z
Nicaragua,2011,female,25-34 years,13,508442,0.623,9774316692,Millennials
Nicaragua,2011,female,55-74 years,6,250720,0.623,9774316692,Boomers
Nicaragua,2011,female,35-54 years,11,616933,0.623,9774316692,Generation X
Nicaragua,2011,female,5-14 years,9,603810,0.623,9774316692,Generation Z
Nicaragua,2011,male,5-14 years,9,637235,0.623,9774316692,Generation Z
Nicaragua,2011,female,75+ years,0,65290,0.623,9774316692,Generation A
Nicaragua,2012,male,25-34 years,74,503628,0.625,10532001130,Millennials
Nicaragua,2012,male,15-24 years,73,615327,0.625,10532001130,Generation Z
Nicaragua,2012,male,55-74 years,24,218891,0.625,10532001130,Boomers
Nicaragua,2012,male,35-54 years,53,554382,0.625,10532001130,Generation X
Nicaragua,2012,male,75+ years,4,49926,0.625,10532001130,Generation A
Nicaragua,2012,female,15-24 years,42,591526,0.625,10532001130,Generation Z
Nicaragua,2012,female,25-34 years,17,518676,0.625,10532001130,Millennials
Nicaragua,2012,female,35-54 years,12,634573,0.625,10532001130,Generation X
Nicaragua,2012,female,55-74 years,4,263316,0.625,10532001130,Boomers
Nicaragua,2012,female,75+ years,1,67819,0.625,10532001130,Generation A
Nicaragua,2012,female,5-14 years,6,599655,0.625,10532001130,Generation Z
Nicaragua,2012,male,5-14 years,6,633724,0.625,10532001130,Generation Z
Nicaragua,2013,male,25-34 years,83,515416,0.628,10982972256,Millennials
Nicaragua,2013,male,55-74 years,33,229411,0.628,10982972256,Boomers
Nicaragua,2013,male,15-24 years,85,615015,0.628,10982972256,Generation Z
Nicaragua,2013,male,35-54 years,68,570472,0.628,10982972256,Generation X
Nicaragua,2013,male,75+ years,6,51968,0.628,10982972256,Generation A
Nicaragua,2013,female,15-24 years,38,589004,0.628,10982972256,Generation Z
Nicaragua,2013,female,35-54 years,15,652953,0.628,10982972256,Generation X
Nicaragua,2013,female,25-34 years,1,527875,0.628,10982972256,Millennials
Nicaragua,2013,female,5-14 years,1,596571,0.628,10982972256,Generation Z
Nicaragua,2013,female,55-74 years,2,276506,0.628,10982972256,Boomers
Nicaragua,2013,male,5-14 years,1,631355,0.628,10982972256,Generation Z
Nicaragua,2013,female,75+ years,0,70389,0.628,10982972256,Generation A
Nicaragua,2014,male,25-34 years,73,525741,0.631,11880438824,Millennials
Nicaragua,2014,male,55-74 years,29,240048,0.631,11880438824,Boomers
Nicaragua,2014,male,35-54 years,67,587734,0.631,11880438824,Generation X
Nicaragua,2014,male,15-24 years,65,614142,0.631,11880438824,Generation Z
Nicaragua,2014,male,75+ years,4,54010,0.631,11880438824,Generation A
Nicaragua,2014,female,15-24 years,31,585711,0.631,11880438824,Generation Z
Nicaragua,2014,female,25-34 years,16,535623,0.631,11880438824,Millennials
Nicaragua,2014,female,75+ years,2,73073,0.631,11880438824,Generation A
Nicaragua,2014,female,55-74 years,6,289927,0.631,11880438824,Boomers
Nicaragua,2014,female,5-14 years,12,594338,0.631,11880438824,Generation Z
Nicaragua,2014,male,5-14 years,3,629806,0.631,11880438824,Generation Z
Nicaragua,2014,female,35-54 years,3,672271,0.631,11880438824,Generation X
Nicaragua,2015,male,75+ years,7,56061,0.0,12611087031,Generation A
Nicaragua,2015,male,25-34 years,65,534310,0.0,12611087031,Millennials
Nicaragua,2015,male,15-24 years,68,612707,0.0,12611087031,Generation Z
Nicaragua,2015,male,35-54 years,67,606317,0.0,12611087031,Generation X
Nicaragua,2015,male,55-74 years,18,250532,0.0,12611087031,Boomers
Nicaragua,2015,female,15-24 years,41,581787,0.0,12611087031,Generation Z
Nicaragua,2015,female,25-34 years,19,541679,0.0,12611087031,Millennials
Nicaragua,2015,female,35-54 years,14,692648,0.0,12611087031,Generation X
Nicaragua,2015,female,55-74 years,4,303372,0.0,12611087031,Boomers
Nicaragua,2015,female,5-14 years,7,592557,0.0,12611087031,Generation Z
Nicaragua,2015,male,5-14 years,5,628588,0.0,12611087031,Generation Z
Nicaragua,2015,female,75+ years,0,75925,0.0,12611087031,Generation A
Norway,1986,male,35-54 years,137,500900,0.0,78693253276,Boomers
Norway,1986,male,25-34 years,86,318200,0.0,78693253276,Boomers
Norway,1986,male,55-74 years,11,383100,0.0,78693253276,Silent
Norway,1986,male,15-24 years,69,336000,0.0,78693253276,Generation X
Norway,1986,male,75+ years,19,102800,0.0,78693253276,Generation A
Norway,1986,female,35-54 years,67,480100,0.0,78693253276,Boomers
Norway,1986,female,55-74 years,56,430100,0.0,78693253276,Silent
Norway,1986,female,75+ years,1,173700,0.0,78693253276,Generation A
Norway,1986,female,25-34 years,15,303600,0.0,78693253276,Boomers
Norway,1986,female,15-24 years,12,320000,0.0,78693253276,Generation X
Norway,1986,male,5-14 years,7,288100,0.0,78693253276,Millennials
Norway,1986,female,5-14 years,0,275100,0.0,78693253276,Millennials
Norway,1987,male,75+ years,35,105000,0.0,94230055659,Generation A
Norway,1987,male,55-74 years,125,379500,0.0,94230055659,Silent
Norway,1987,male,25-34 years,94,321100,0.0,94230055659,Boomers
Norway,1987,male,35-54 years,149,511400,0.0,94230055659,Boomers
Norway,1987,male,15-24 years,8,339300,0.0,94230055659,Generation X
Norway,1987,female,55-74 years,54,426400,0.0,94230055659,Silent
Norway,1987,female,35-54 years,6,489000,0.0,94230055659,Boomers
Norway,1987,female,25-34 years,29,305900,0.0,94230055659,Boomers
Norway,1987,female,15-24 years,12,322900,0.0,94230055659,Generation X
Norway,1987,female,75+ years,6,178600,0.0,94230055659,Generation A
Norway,1987,male,5-14 years,3,281600,0.0,94230055659,Millennials
Norway,1987,female,5-14 years,2,268800,0.0,94230055659,Millennials
Norway,1988,male,75+ years,36,106900,0.0,101900260856,Generation A
Norway,1988,male,25-34 years,12,324400,0.0,101900260856,Boomers
Norway,1988,male,35-54 years,163,523400,0.0,101900260856,Boomers
Norway,1988,male,55-74 years,113,375200,0.0,101900260856,Silent
Norway,1988,male,15-24 years,91,341500,0.0,101900260856,Generation X
Norway,1988,female,35-54 years,7,499700,0.0,101900260856,Boomers
Norway,1988,female,55-74 years,55,421700,0.0,101900260856,Silent
Norway,1988,female,25-34 years,36,308000,0.0,101900260856,Boomers
Norway,1988,female,75+ years,14,182300,0.0,101900260856,Generation A
Norway,1988,female,15-24 years,21,324100,0.0,101900260856,Generation X
Norway,1988,male,5-14 years,5,276000,0.0,101900260856,Millennials
Norway,1988,female,5-14 years,2,263400,0.0,101900260856,Millennials
Norway,1989,male,75+ years,41,108700,0.0,102633789558,Generation A
Norway,1989,male,35-54 years,162,535000,0.0,102633789558,Boomers
Norway,1989,male,55-74 years,16,370500,0.0,102633789558,Silent
Norway,1989,male,15-24 years,88,339300,0.0,102633789558,Generation X
Norway,1989,male,25-34 years,83,327000,0.0,102633789558,Boomers
Norway,1989,female,55-74 years,55,416200,0.0,102633789558,Silent
Norway,1989,female,25-34 years,34,310100,0.0,102633789558,Boomers
Norway,1989,female,35-54 years,53,511100,0.0,102633789558,Boomers
Norway,1989,female,75+ years,15,185600,0.0,102633789558,Generation A
Norway,1989,female,15-24 years,2,322400,0.0,102633789558,Generation X
Norway,1989,female,5-14 years,2,258500,0.0,102633789558,Millennials
Norway,1989,male,5-14 years,1,271400,0.0,102633789558,Millennials
Norway,1990,male,55-74 years,125,365800,0.8490000000000001,119791683308,Silent
Norway,1990,male,75+ years,34,110100,0.8490000000000001,119791683308,Generation A
Norway,1990,male,35-54 years,159,546500,0.8490000000000001,119791683308,Boomers
Norway,1990,male,25-34 years,92,329000,0.8490000000000001,119791683308,Generation X
Norway,1990,male,15-24 years,74,334200,0.8490000000000001,119791683308,Generation X
Norway,1990,female,55-74 years,55,410600,0.8490000000000001,119791683308,Silent
Norway,1990,female,35-54 years,62,522500,0.8490000000000001,119791683308,Boomers
Norway,1990,female,75+ years,15,188700,0.8490000000000001,119791683308,Generation A
Norway,1990,female,15-24 years,2,318800,0.8490000000000001,119791683308,Generation X
Norway,1990,female,25-34 years,19,311900,0.8490000000000001,119791683308,Generation X
Norway,1990,male,5-14 years,4,268100,0.8490000000000001,119791683308,Millennials
Norway,1990,female,5-14 years,0,255100,0.8490000000000001,119791683308,Millennials
Norway,1991,male,55-74 years,12,361500,0.0,121872464483,Silent
Norway,1991,male,35-54 years,162,558800,0.0,121872464483,Boomers
Norway,1991,male,75+ years,31,111400,0.0,121872464483,Generation A
Norway,1991,male,25-34 years,92,331500,0.0,121872464483,Generation X
Norway,1991,male,15-24 years,9,328700,0.0,121872464483,Generation X
Norway,1991,female,55-74 years,6,405400,0.0,121872464483,Silent
Norway,1991,female,35-54 years,57,534500,0.0,121872464483,Boomers
Norway,1991,female,75+ years,19,191900,0.0,121872464483,Generation A
Norway,1991,female,25-34 years,25,313900,0.0,121872464483,Generation X
Norway,1991,female,15-24 years,14,314100,0.0,121872464483,Generation X
Norway,1991,male,5-14 years,4,267100,0.0,121872464483,Millennials
Norway,1991,female,5-14 years,1,253800,0.0,121872464483,Millennials
Norway,1992,male,75+ years,36,113200,0.0,130838040068,Generation A
Norway,1992,male,15-24 years,91,322300,0.0,130838040068,Generation X
Norway,1992,male,55-74 years,98,358100,0.0,130838040068,Silent
Norway,1992,male,35-54 years,142,570900,0.0,130838040068,Boomers
Norway,1992,male,25-34 years,78,335000,0.0,130838040068,Generation X
Norway,1992,female,35-54 years,68,546600,0.0,130838040068,Boomers
Norway,1992,female,55-74 years,43,400400,0.0,130838040068,Silent
Norway,1992,female,75+ years,18,195400,0.0,130838040068,Generation A
Norway,1992,female,25-34 years,21,316800,0.0,130838040068,Generation X
Norway,1992,female,15-24 years,16,308300,0.0,130838040068,Generation X
Norway,1992,male,5-14 years,4,268100,0.0,130838040068,Millennials
Norway,1992,female,5-14 years,1,254700,0.0,130838040068,Millennials
Norway,1993,male,75+ years,42,114900,0.0,120579072751,Generation A
Norway,1993,male,35-54 years,162,582800,0.0,120579072751,Boomers
Norway,1993,male,25-34 years,85,338500,0.0,120579072751,Generation X
Norway,1993,male,55-74 years,86,355100,0.0,120579072751,Silent
Norway,1993,male,15-24 years,69,315200,0.0,120579072751,Generation X
Norway,1993,female,55-74 years,39,395900,0.0,120579072751,Silent
Norway,1993,female,75+ years,19,198800,0.0,120579072751,Generation A
Norway,1993,female,25-34 years,24,320500,0.0,120579072751,Generation X
Norway,1993,female,35-54 years,39,558100,0.0,120579072751,Boomers
Norway,1993,female,15-24 years,18,302000,0.0,120579072751,Generation X
Norway,1993,male,5-14 years,5,271000,0.0,120579072751,Millennials
Norway,1993,female,5-14 years,2,257700,0.0,120579072751,Millennials
Norway,1994,male,25-34 years,84,341700,0.0,127131461120,Generation X
Norway,1994,male,35-54 years,131,594400,0.0,127131461120,Boomers
Norway,1994,male,75+ years,25,116200,0.0,127131461120,Generation A
Norway,1994,male,15-24 years,64,307600,0.0,127131461120,Generation X
Norway,1994,male,55-74 years,69,353600,0.0,127131461120,Silent
Norway,1994,female,55-74 years,47,393000,0.0,127131461120,Silent
Norway,1994,female,35-54 years,53,569000,0.0,127131461120,Boomers
Norway,1994,female,25-34 years,26,324400,0.0,127131461120,Generation X
Norway,1994,female,75+ years,11,201400,0.0,127131461120,Generation A
Norway,1994,female,15-24 years,13,295400,0.0,127131461120,Generation X
Norway,1994,male,5-14 years,6,275100,0.0,127131461120,Millennials
Norway,1994,female,5-14 years,2,261500,0.0,127131461120,Millennials
Norway,1995,male,55-74 years,94,351900,0.883,152027402450,Silent
Norway,1995,male,75+ years,29,118700,0.883,152027402450,Generation A
Norway,1995,male,35-54 years,137,604700,0.883,152027402450,Boomers
Norway,1995,male,15-24 years,68,300400,0.883,152027402450,Generation X
Norway,1995,male,25-34 years,76,344100,0.883,152027402450,Generation X
Norway,1995,female,35-54 years,58,579000,0.883,152027402450,Boomers
Norway,1995,female,55-74 years,33,389500,0.883,152027402450,Silent
Norway,1995,female,15-24 years,16,288900,0.883,152027402450,Generation X
Norway,1995,female,75+ years,11,205500,0.883,152027402450,Generation A
Norway,1995,female,25-34 years,17,327600,0.883,152027402450,Generation X
Norway,1995,male,5-14 years,7,279700,0.883,152027402450,Millennials
Norway,1995,female,5-14 years,2,265900,0.883,152027402450,Millennials
Norway,1996,male,75+ years,37,121700,0.0,163517783497,Generation A
Norway,1996,male,55-74 years,82,349700,0.0,163517783497,Silent
Norway,1996,male,25-34 years,8,345900,0.0,163517783497,Generation X
Norway,1996,male,15-24 years,62,293600,0.0,163517783497,Millennials
Norway,1996,male,35-54 years,122,614800,0.0,163517783497,Boomers
Norway,1996,female,35-54 years,48,588700,0.0,163517783497,Boomers
Norway,1996,female,55-74 years,29,384700,0.0,163517783497,Silent
Norway,1996,female,25-34 years,22,330400,0.0,163517783497,Generation X
Norway,1996,female,15-24 years,16,282700,0.0,163517783497,Millennials
Norway,1996,female,75+ years,1,210300,0.0,163517783497,Generation A
Norway,1996,male,5-14 years,6,284800,0.0,163517783497,Millennials
Norway,1996,female,5-14 years,3,270700,0.0,163517783497,Millennials
Norway,1997,male,75+ years,46,123900,0.0,161354369893,Generation A
Norway,1997,male,55-74 years,9,349500,0.0,161354369893,Silent
Norway,1997,male,35-54 years,133,624300,0.0,161354369893,Boomers
Norway,1997,male,15-24 years,58,287200,0.0,161354369893,Millennials
Norway,1997,male,25-34 years,57,347800,0.0,161354369893,Generation X
Norway,1997,female,35-54 years,65,597800,0.0,161354369893,Boomers
Norway,1997,female,55-74 years,3,382000,0.0,161354369893,Silent
Norway,1997,female,25-34 years,26,333300,0.0,161354369893,Generation X
Norway,1997,female,75+ years,12,214100,0.0,161354369893,Generation A
Norway,1997,female,15-24 years,13,276800,0.0,161354369893,Millennials
Norway,1997,male,5-14 years,3,290100,0.0,161354369893,Millennials
Norway,1997,female,5-14 years,0,275300,0.0,161354369893,Millennials
Norway,1998,male,25-34 years,93,349300,0.0,154165219812,Generation X
Norway,1998,male,15-24 years,67,282300,0.0,154165219812,Millennials
Norway,1998,male,55-74 years,77,352100,0.0,154165219812,Silent
Norway,1998,male,35-54 years,132,632200,0.0,154165219812,Boomers
Norway,1998,male,75+ years,25,126100,0.0,154165219812,Generation A
Norway,1998,female,55-74 years,4,382100,0.0,154165219812,Silent
Norway,1998,female,35-54 years,54,605700,0.0,154165219812,Boomers
Norway,1998,female,15-24 years,21,272000,0.0,154165219812,Millennials
Norway,1998,female,25-34 years,23,335200,0.0,154165219812,Generation X
Norway,1998,female,75+ years,11,217100,0.0,154165219812,Generation A
Norway,1998,male,5-14 years,5,295200,0.0,154165219812,Millennials
Norway,1998,female,5-14 years,0,280100,0.0,154165219812,Millennials
Norway,1999,male,15-24 years,79,278738,0.0,162286003693,Millennials
Norway,1999,male,55-74 years,99,357547,0.0,162286003693,Silent
Norway,1999,male,25-34 years,91,349023,0.0,162286003693,Generation X
Norway,1999,male,35-54 years,135,639018,0.0,162286003693,Boomers
Norway,1999,male,75+ years,25,127946,0.0,162286003693,Generation A
Norway,1999,female,35-54 years,61,612468,0.0,162286003693,Boomers
Norway,1999,female,15-24 years,24,268442,0.0,162286003693,Millennials
Norway,1999,female,25-34 years,27,335741,0.0,162286003693,Generation X
Norway,1999,female,55-74 years,27,385118,0.0,162286003693,Silent
Norway,1999,female,75+ years,13,219316,0.0,162286003693,Generation A
Norway,1999,female,5-14 years,1,285484,0.0,162286003693,Millennials
Norway,1999,male,5-14 years,1,300904,0.0,162286003693,Millennials
Norway,2000,male,15-24 years,7,276727,0.917,171315639983,Millennials
Norway,2000,male,25-34 years,8,336252,0.917,171315639983,Generation X
Norway,2000,male,35-54 years,151,644550,0.917,171315639983,Generation X
Norway,2000,male,55-74 years,77,365883,0.917,171315639983,Silent
Norway,2000,male,75+ years,27,129167,0.917,171315639983,Generation A
Norway,2000,female,25-34 years,27,323870,0.917,171315639983,Generation X
Norway,2000,female,35-54 years,5,617821,0.917,171315639983,Generation X
Norway,2000,female,55-74 years,29,390859,0.917,171315639983,Silent
Norway,2000,female,75+ years,12,220497,0.917,171315639983,Generation A
Norway,2000,female,15-24 years,14,265784,0.917,171315639983,Millennials
Norway,2000,male,5-14 years,4,306438,0.917,171315639983,Millennials
Norway,2000,female,5-14 years,0,290467,0.917,171315639983,Millennials
Norway,2001,male,75+ years,39,130190,0.0,174003247439,Generation A
Norway,2001,male,55-74 years,9,376658,0.0,174003247439,Boomers
Norway,2001,male,35-54 years,145,647594,0.0,174003247439,Generation X
Norway,2001,male,25-34 years,76,341767,0.0,174003247439,Generation X
Norway,2001,male,15-24 years,61,276255,0.0,174003247439,Millennials
Norway,2001,female,35-54 years,64,620966,0.0,174003247439,Generation X
Norway,2001,female,15-24 years,2,264797,0.0,174003247439,Millennials
Norway,2001,female,55-74 years,29,399140,0.0,174003247439,Boomers
Norway,2001,female,25-34 years,18,330804,0.0,174003247439,Generation X
Norway,2001,female,75+ years,7,221223,0.0,174003247439,Generation A
Norway,2001,female,5-14 years,0,294716,0.0,174003247439,Generation Z
Norway,2001,male,5-14 years,0,310993,0.0,174003247439,Generation Z
Norway,2002,male,75+ years,36,130772,0.0,195418347153,Generation A
Norway,2002,male,25-34 years,74,335566,0.0,195418347153,Generation X
Norway,2002,male,55-74 years,85,388778,0.0,195418347153,Boomers
Norway,2002,male,35-54 years,116,650114,0.0,195418347153,Generation X
Norway,2002,male,15-24 years,49,277736,0.0,195418347153,Millennials
Norway,2002,female,55-74 years,4,408933,0.0,195418347153,Boomers
Norway,2002,female,35-54 years,46,624015,0.0,195418347153,Generation X
Norway,2002,female,25-34 years,23,326338,0.0,195418347153,Generation X
Norway,2002,female,15-24 years,15,266365,0.0,195418347153,Millennials
Norway,2002,female,75+ years,8,221235,0.0,195418347153,Generation A
Norway,2002,male,5-14 years,2,315265,0.0,195418347153,Generation Z
Norway,2002,female,5-14 years,0,298572,0.0,195418347153,Generation Z
Norway,2003,male,25-34 years,7,328978,0.0,228752436372,Generation X
Norway,2003,male,15-24 years,58,280898,0.0,228752436372,Millennials
Norway,2003,male,75+ years,27,131312,0.0,228752436372,Generation A
Norway,2003,male,35-54 years,134,654050,0.0,228752436372,Generation X
Norway,2003,male,55-74 years,79,400293,0.0,228752436372,Boomers
Norway,2003,female,55-74 years,3,418033,0.0,228752436372,Boomers
Norway,2003,female,35-54 years,45,629033,0.0,228752436372,Generation X
Norway,2003,female,25-34 years,22,321320,0.0,228752436372,Generation X
Norway,2003,female,15-24 years,17,269608,0.0,228752436372,Millennials
Norway,2003,female,75+ years,11,220907,0.0,228752436372,Generation A
Norway,2003,male,5-14 years,6,317824,0.0,228752436372,Generation Z
Norway,2003,female,5-14 years,3,300868,0.0,228752436372,Generation Z
Norway,2004,male,75+ years,29,132357,0.0,264357494659,Generation A
Norway,2004,male,35-54 years,138,659148,0.0,264357494659,Generation X
Norway,2004,male,15-24 years,58,285070,0.0,264357494659,Millennials
Norway,2004,male,25-34 years,59,322017,0.0,264357494659,Generation X
Norway,2004,male,55-74 years,75,411352,0.0,264357494659,Boomers
Norway,2004,female,35-54 years,73,635240,0.0,264357494659,Generation X
Norway,2004,female,55-74 years,41,426811,0.0,264357494659,Boomers
Norway,2004,female,15-24 years,2,273419,0.0,264357494659,Millennials
Norway,2004,female,25-34 years,2,315751,0.0,264357494659,Generation X
Norway,2004,female,75+ years,13,220877,0.0,264357494659,Generation A
Norway,2004,female,5-14 years,3,301536,0.0,264357494659,Generation Z
Norway,2004,male,5-14 years,0,318382,0.0,264357494659,Generation Z
Norway,2005,male,25-34 years,73,316562,0.9309999999999999,308722079938,Generation X
Norway,2005,male,35-54 years,135,665154,0.9309999999999999,308722079938,Generation X
Norway,2005,male,75+ years,25,133579,0.9309999999999999,308722079938,Generation A
Norway,2005,male,55-74 years,73,422027,0.9309999999999999,308722079938,Boomers
Norway,2005,male,15-24 years,5,290219,0.9309999999999999,308722079938,Millennials
Norway,2005,female,25-34 years,33,311116,0.9309999999999999,308722079938,Generation X
Norway,2005,female,35-54 years,62,641651,0.9309999999999999,308722079938,Generation X
Norway,2005,female,55-74 years,42,435604,0.9309999999999999,308722079938,Boomers
Norway,2005,female,15-24 years,2,278355,0.9309999999999999,308722079938,Millennials
Norway,2005,female,75+ years,15,221019,0.9309999999999999,308722079938,Generation A
Norway,2005,male,5-14 years,4,318304,0.9309999999999999,308722079938,Generation Z
Norway,2005,female,5-14 years,1,301502,0.9309999999999999,308722079938,Generation Z
Norway,2006,male,75+ years,34,134769,0.0,345424664369,Generation A
Norway,2006,male,15-24 years,68,296501,0.0,345424664369,Millennials
Norway,2006,male,55-74 years,9,432581,0.0,345424664369,Boomers
Norway,2006,male,25-34 years,63,312881,0.0,345424664369,Millennials
Norway,2006,male,35-54 years,135,672675,0.0,345424664369,Generation X
Norway,2006,female,35-54 years,61,648666,0.0,345424664369,Generation X
Norway,2006,female,55-74 years,35,443984,0.0,345424664369,Boomers
Norway,2006,female,25-34 years,21,307388,0.0,345424664369,Millennials
Norway,2006,female,15-24 years,18,283975,0.0,345424664369,Millennials
Norway,2006,female,75+ years,6,220894,0.0,345424664369,Generation A
Norway,2006,male,5-14 years,1,317159,0.0,345424664369,Generation Z
Norway,2006,female,5-14 years,0,300630,0.0,345424664369,Generation Z
Norway,2007,male,75+ years,31,135701,0.0,401082621083,Generation A
Norway,2007,male,25-34 years,6,312302,0.0,401082621083,Millennials
Norway,2007,male,35-54 years,127,682978,0.0,401082621083,Generation X
Norway,2007,male,55-74 years,71,443643,0.0,401082621083,Boomers
Norway,2007,male,15-24 years,45,303717,0.0,401082621083,Millennials
Norway,2007,female,35-54 years,62,656105,0.0,401082621083,Generation X
Norway,2007,female,55-74 years,39,452989,0.0,401082621083,Boomers
Norway,2007,female,25-34 years,21,305124,0.0,401082621083,Millennials
Norway,2007,female,75+ years,13,220209,0.0,401082621083,Generation A
Norway,2007,female,15-24 years,14,289740,0.0,401082621083,Millennials
Norway,2007,male,5-14 years,2,315302,0.0,401082621083,Generation Z
Norway,2007,female,5-14 years,0,299559,0.0,401082621083,Generation Z
Norway,2008,male,75+ years,29,136042,0.0,462554432624,Generation A
Norway,2008,male,25-34 years,59,314848,0.0,462554432624,Millennials
Norway,2008,male,35-54 years,127,694003,0.0,462554432624,Generation X
Norway,2008,male,55-74 years,83,455657,0.0,462554432624,Boomers
Norway,2008,male,15-24 years,48,310905,0.0,462554432624,Millennials
Norway,2008,female,35-54 years,59,662760,0.0,462554432624,Generation X
Norway,2008,female,25-34 years,27,305368,0.0,462554432624,Millennials
Norway,2008,female,55-74 years,35,463679,0.0,462554432624,Boomers
Norway,2008,female,75+ years,16,219018,0.0,462554432624,Generation A
Norway,2008,female,15-24 years,21,296143,0.0,462554432624,Millennials
Norway,2008,male,5-14 years,1,314384,0.0,462554432624,Generation Z
Norway,2008,female,5-14 years,0,299282,0.0,462554432624,Generation Z
Norway,2009,male,75+ years,36,136204,0.0,386622457580,Generation A
Norway,2009,male,55-74 years,111,468346,0.0,386622457580,Boomers
Norway,2009,male,35-54 years,153,702700,0.0,386622457580,Generation X
Norway,2009,male,25-34 years,64,317068,0.0,386622457580,Millennials
Norway,2009,male,15-24 years,51,317853,0.0,386622457580,Millennials
Norway,2009,female,25-34 years,31,306776,0.0,386622457580,Millennials
Norway,2009,female,35-54 years,59,669131,0.0,386622457580,Generation X
Norway,2009,female,55-74 years,39,475431,0.0,386622457580,Boomers
Norway,2009,female,15-24 years,18,302896,0.0,386622457580,Millennials
Norway,2009,female,75+ years,7,217354,0.0,386622457580,Generation A
Norway,2009,female,5-14 years,3,299406,0.0,386622457580,Generation Z
Norway,2009,male,5-14 years,1,314371,0.0,386622457580,Generation Z
Norway,2010,male,75+ years,31,136494,0.94,429130952709,Generation A
Norway,2010,male,55-74 years,99,481582,0.94,429130952709,Boomers
Norway,2010,male,25-34 years,62,320142,0.94,429130952709,Millennials
Norway,2010,male,35-54 years,132,709067,0.94,429130952709,Generation X
